LSOA code,LSOA name,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure
E01000585,Brent 033F,c,50,195,390,c
E01000586,Brent 032E,10,45,110,1055,c
E01000587,Brent 001A,25,325,70,45,c
E01000589,Brent 001B,30,170,320,375,c
E01000590,Brent 001C,25,225,210,185,c
E01000591,Brent 003F,40,195,240,195,c
E01000592,Brent 001D,45,330,20,240,c
E01000593,Brent 001E,40,365,90,195,c
E01000594,Brent 001F,40,255,80,200,c
E01000595,Brent 027A,20,50,165,450,c
E01000596,Brent 021A,45,145,90,405,c
E01000599,Brent 027D,30,45,155,500,c
E01000601,Brent 021B,25,80,170,290,c
E01000602,Brent 021C,20,95,105,305,c
E01000603,Brent 021D,25,65,110,445,c
E01000604,Brent 021E,25,105,140,280,c
E01000605,Brent 021F,35,215,135,230,c
E01000606,Brent 016B,40,105,255,210,c
E01000607,Brent 013C,180,325,80,135,c
E01000608,Brent 013D,45,170,105,540,c
E01000609,Brent 016C,40,190,205,215,c
E01000610,Brent 019A,90,150,50,425,c
E01000611,Brent 016D,35,85,145,365,c
E01000612,Brent 019B,25,240,90,210,c
E01000613,Brent 013E,35,90,60,480,c
E01000615,Brent 036A,10,100,135,695,c
E01000616,Brent 020A,45,100,160,355,c
E01000617,Brent 036B,35,365,25,750,c
E01000618,Brent 036D,35,365,50,50,c
E01000619,Brent 036C,30,325,120,15,c
E01000620,Brent 020B,40,190,155,150,c
E01000621,Brent 020C,30,275,90,125,c
E01000622,Brent 010D,35,105,85,500,c
E01000623,Brent 005C,25,225,160,165,c
E01000624,Brent 005D,75,335,120,70,c
E01000625,Brent 009E,90,165,35,330,c
E01000626,Brent 010E,20,115,140,350,c
E01000627,Brent 014E,35,195,120,375,c
E01000628,Brent 014F,60,170,85,375,c
E01000629,Brent 005E,30,150,320,130,c
E01000630,Brent 026E,25,125,105,720,c
E01000631,Brent 019C,35,305,65,200,c
E01000632,Brent 029E,70,285,50,210,c
E01000633,Brent 019D,50,180,75,360,c
E01000634,Brent 019E,35,150,150,450,c
E01000636,Brent 020E,50,100,280,495,c
E01000637,Brent 022B,20,30,180,410,c
E01000638,Brent 024A,10,35,120,670,c
E01000639,Brent 022C,15,25,85,670,c
E01000640,Brent 024B,25,40,140,670,c
E01000641,Brent 024C,25,40,130,595,c
E01000642,Brent 022D,20,30,25,1045,c
E01000643,Brent 024D,20,95,105,715,c
E01000644,Brent 022E,20,80,160,540,c
E01000645,Bromley 007A,465,15,10,80,c
E01000646,Bromley 016A,175,85,65,500,c
E01000647,Bromley 016B,10,155,365,135,c
E01000648,Bromley 016C,150,270,125,210,c
E01000649,Bromley 007B,455,70,165,160,c
E01000650,Bromley 022A,490,70,55,195,c
E01000651,Bromley 020A,120,175,175,180,c
E01000652,Bromley 022B,135,460,55,45,c
E01000653,Bromley 016D,365,45,65,160,c
E01000654,Bromley 039A,105,120,240,35,c
E01000655,Bromley 039B,80,180,220,30,c
E01000656,Bromley 039C,330,145,80,15,c
E01000657,Bromley 039D,195,135,155,215,c
E01000658,Bromley 042A,265,255,45,c,c
E01000659,Bromley 039E,205,145,165,20,c
E01000661,Bromley 026A,45,115,265,805,c
E01000662,Bromley 026B,50,320,245,60,c
E01000663,Bromley 026C,30,345,230,85,c
E01000664,Bromley 026D,105,300,190,20,c
E01000665,Bromley 033A,150,345,155,130,c
E01000666,Bromley 033B,495,130,70,155,c
E01000667,Bromley 033C,395,240,10,15,c
E01000668,Bromley 020B,65,275,265,415,c
E01000669,Bromley 020C,40,245,375,110,c
E01000670,Bromley 018A,260,150,45,405,c
E01000671,Bromley 020D,55,250,185,605,c
E01000672,Bromley 011A,105,170,135,320,c
E01000673,Bromley 011B,60,310,110,175,c
E01000674,Bromley 008A,35,100,155,540,c
E01000676,Bromley 008B,c,30,70,955,c
E01000677,Bromley 018C,35,240,175,390,c
E01000678,Bromley 016E,35,205,315,175,c
E01000679,Bromley 020E,15,220,385,85,c
E01000680,Bromley 037A,410,135,100,35,c
E01000681,Bromley 035A,65,530,60,15,c
E01000682,Bromley 035B,60,475,65,55,c
E01000683,Bromley 035C,145,95,365,115,c
E01000684,Bromley 035D,390,240,95,40,c
E01000685,Bromley 037B,70,415,95,55,c
E01000686,Bromley 037C,280,135,110,125,c
E01000687,Bromley 037D,245,225,155,60,c
E01000688,Bromley 037E,290,200,25,c,c
E01000689,Bromley 002A,80,130,120,315,c
E01000690,Bromley 002B,140,240,135,35,c
E01000691,Bromley 002C,15,175,325,145,c
E01000692,Bromley 002D,65,215,325,100,c
E01000693,Bromley 010A,270,55,70,290,c
E01000694,Bromley 007C,475,210,80,155,c
E01000695,Bromley 007D,290,175,55,120,c
E01000696,Bromley 007E,415,50,115,135,c
E01000697,Bromley 007F,180,90,175,385,c
E01000698,Bromley 010B,415,35,c,c,c
E01000699,Bromley 015A,15,60,100,550,c
E01000700,Bromley 013A,20,95,390,190,c
E01000701,Bromley 015B,30,105,205,295,c
E01000702,Bromley 013B,25,195,180,270,c
E01000703,Bromley 013C,40,220,75,405,c
E01000704,Bromley 015C,c,85,330,205,c
E01000705,Bromley 015D,30,100,175,305,c
E01000706,Bromley 013D,10,205,165,250,c
E01000707,Bromley 041A,15,120,395,15,c
E01000708,Bromley 041B,25,195,260,275,c
E01000709,Bromley 006A,30,95,150,540,c
E01000710,Bromley 006B,120,70,50,970,c
E01000711,Bromley 006C,50,35,60,945,c
E01000712,Bromley 012A,105,30,120,690,c
E01000713,Bromley 012B,135,40,170,585,c
E01000714,Bromley 006D,10,60,275,835,c
E01000715,Bromley 012C,75,135,120,640,c
E01000716,Bromley 011C,255,65,85,355,c
E01000717,Bromley 011D,115,45,35,725,c
E01000718,Bromley 006E,60,145,145,640,c
E01000719,Bromley 019A,35,190,320,355,c
E01000720,Bromley 019B,85,210,285,90,30
E01000721,Bromley 019C,15,170,185,265,c
E01000722,Bromley 023A,90,415,145,160,c
E01000723,Bromley 029A,70,465,25,c,c
E01000724,Bromley 019D,20,240,175,260,c
E01000725,Bromley 023B,30,185,340,255,c
E01000726,Bromley 029B,80,285,170,60,c
E01000727,Bromley 028A,110,260,205,235,c
E01000728,Bromley 019E,65,400,165,90,c
E01000729,Bromley 014A,10,250,195,425,c
E01000730,Bromley 014B,15,310,250,120,c
E01000731,Bromley 023C,35,335,155,15,c
E01000732,Bromley 023D,240,225,95,40,c
E01000733,Bromley 023E,85,410,105,65,c
E01000734,Bromley 028B,130,245,c,140,c
E01000735,Bromley 014C,45,275,180,75,c
E01000736,Bromley 010C,25,400,150,70,c
E01000737,Bromley 010D,100,195,245,70,c
E01000738,Bromley 014D,80,325,175,90,c
E01000739,Bromley 014E,25,235,235,165,c
E01000741,Bromley 005B,20,25,25,920,c
E01000742,Bromley 005C,15,40,60,985,c
E01000743,Bromley 009A,25,55,105,780,c
E01000744,Bromley 009B,20,70,125,510,c
E01000745,Bromley 005D,50,25,35,855,c
E01000746,Bromley 005E,25,110,130,770,c
E01000747,Bromley 042B,390,155,105,90,95
E01000748,Bromley 042C,500,125,55,25,35
E01000749,Bromley 036A,360,175,75,45,c
E01000750,Bromley 036B,105,115,295,160,c
E01000751,Bromley 036C,225,320,135,245,c
E01000752,Bromley 036D,195,290,170,165,c
E01000753,Bromley 031A,465,160,85,65,c
E01000754,Bromley 031B,130,255,300,85,c
E01000755,Bromley 031C,185,235,190,40,c
E01000756,Bromley 033D,445,130,15,85,c
E01000757,Bromley 031D,315,275,c,15,c
E01000758,Bromley 031E,190,305,65,c,c
E01000759,Bromley 034A,115,430,10,25,c
E01000760,Bromley 034B,60,365,c,180,c
E01000761,Bromley 034C,50,525,c,c,c
E01000762,Bromley 018D,245,45,215,275,c
E01000763,Bromley 027A,45,475,c,15,c
E01000764,Bromley 027B,35,445,190,10,c
E01000765,Bromley 034D,155,310,110,150,c
E01000766,Bromley 027C,155,495,c,c,c
E01000767,Bromley 027D,60,520,c,30,c
E01000768,Bromley 034E,265,130,c,225,c
E01000769,Bromley 024A,c,190,245,30,c
E01000770,Bromley 012D,200,90,45,400,c
E01000771,Bromley 041C,40,335,205,55,c
E01000772,Bromley 012E,225,75,110,385,c
E01000773,Bromley 024B,20,210,285,105,c
E01000774,Bromley 041D,c,150,340,110,c
E01000775,Bromley 024C,200,185,350,165,c
E01000777,Bromley 024D,c,110,425,35,c
E01000778,Bromley 024E,10,175,340,120,c
E01000779,Bromley 001A,170,155,70,230,c
E01000780,Bromley 001B,10,260,140,255,c
E01000781,Bromley 001C,20,125,370,135,c
E01000782,Bromley 001D,15,110,330,235,c
E01000783,Bromley 001E,20,135,460,45,c
E01000784,Bromley 002E,10,355,140,100,c
E01000785,Bromley 001F,55,115,375,115,c
E01000786,Bromley 032A,325,235,50,40,c
E01000787,Bromley 029C,35,425,110,120,c
E01000788,Bromley 029D,65,390,130,55,c
E01000789,Bromley 032B,10,125,125,430,c
E01000790,Bromley 028C,210,175,45,690,c
E01000791,Bromley 029E,70,515,10,35,c
E01000792,Bromley 032C,55,335,155,50,c
E01000793,Bromley 032D,260,350,35,c,c
E01000794,Bromley 035E,195,420,c,c,c
E01000795,Bromley 032E,120,350,25,50,c
E01000796,Bromley 009C,15,65,170,400,c
E01000797,Bromley 013E,65,390,20,255,c
E01000798,Bromley 009D,20,80,165,495,c
E01000799,Bromley 004A,c,35,340,425,c
E01000800,Bromley 009E,25,90,95,645,c
E01000801,Bromley 015E,20,130,210,340,c
E01000802,Bromley 004B,15,85,345,385,c
E01000803,Bromley 004C,90,120,95,470,c
E01000804,Bromley 004D,25,365,70,125,c
E01000805,Bromley 004E,c,210,260,350,c
E01000806,Bromley 009F,10,40,70,695,c
E01000807,Bromley 022C,110,370,c,180,c
E01000808,Bromley 025A,255,255,90,40,c
E01000809,Bromley 022D,35,555,c,70,c
E01000810,Bromley 025B,220,365,20,c,c
E01000811,Bromley 025C,30,375,c,175,c
E01000812,Bromley 028D,285,140,195,80,c
E01000813,Bromley 025D,50,530,35,25,c
E01000814,Bromley 028E,415,135,45,c,c
E01000815,Bromley 025E,300,265,c,c,c
E01000816,Bromley 040A,40,295,290,c,c
E01000818,Bromley 040B,80,355,145,85,c
E01000819,Bromley 040C,20,165,235,370,c
E01000820,Bromley 008C,180,90,115,360,c
E01000822,Bromley 008D,55,150,140,410,c
E01000823,Bromley 008E,100,155,250,265,c
E01000824,Bromley 008F,15,155,135,285,c
E01000825,Bromley 008G,25,110,200,550,c
E01000826,Bromley 021A,345,195,c,30,c
E01000827,Bromley 021B,250,105,35,435,c
E01000828,Bromley 011E,115,150,50,490,c
E01000829,Bromley 018E,25,140,385,195,c
E01000830,Bromley 021C,470,70,15,c,c
E01000831,Bromley 021D,230,145,25,430,c
E01000832,Bromley 030A,130,335,30,115,c
E01000833,Bromley 021E,220,260,10,10,c
E01000834,Bromley 027E,35,175,250,c,c
E01000835,Bromley 030B,65,325,80,260,c
E01000836,Bromley 030C,25,155,320,c,c
E01000837,Bromley 030D,85,255,80,230,30
E01000838,Bromley 030E,125,255,120,65,c
E01000839,Bromley 030F,100,400,c,50,c
E01000840,Bromley 030G,240,280,25,165,c
E01000841,Bromley 030H,75,325,155,130,c
E01000842,Camden 011A,15,20,c,745,c
E01000843,Camden 014A,c,35,30,780,c
E01000844,Camden 011B,c,c,c,915,c
E01000845,Camden 014B,10,20,75,685,c
E01000846,Camden 014C,c,25,115,510,c
E01000847,Camden 014D,c,35,125,570,c
E01000848,Camden 011C,c,40,45,770,c
E01000849,Camden 011D,c,10,50,830,c
E01000850,Camden 026A,c,c,40,700,c
E01000851,Camden 026B,c,c,65,920,c
E01000853,Camden 029H,c,c,c,835,c
E01000855,Camden 028A,c,c,20,1325,c
E01000856,Camden 019A,c,20,95,615,c
E01000857,Camden 018A,c,30,100,580,c
E01000858,Camden 018B,c,25,100,750,c
E01000859,Camden 018C,c,30,190,655,c
E01000860,Camden 018D,c,20,85,705,c
E01000861,Camden 019B,10,25,95,685,c
E01000862,Camden 018E,15,45,135,760,c
E01000863,Camden 021A,c,10,100,685,c
E01000866,Camden 009A,c,65,85,870,c
E01000867,Camden 015C,c,10,40,810,c
E01000868,Camden 015D,10,25,55,760,c
E01000869,Camden 015E,c,35,90,845,c
E01000870,Camden 009B,c,55,35,695,c
E01000871,Camden 005A,50,165,50,455,c
E01000872,Camden 005B,30,50,20,920,c
E01000873,Camden 005C,10,40,185,500,c
E01000874,Camden 005D,c,c,25,690,c
E01000875,Camden 013A,c,25,10,830,c
E01000876,Camden 013B,15,25,150,745,c
E01000877,Camden 005E,15,45,155,550,c
E01000878,Camden 004A,40,25,15,860,c
E01000879,Camden 004B,45,45,30,550,c
E01000880,Camden 004C,45,45,15,565,c
E01000881,Camden 008A,25,15,c,655,c
E01000882,Camden 008B,20,30,95,650,c
E01000883,Camden 008C,15,15,c,920,c
E01000884,Camden 004D,70,135,20,460,c
E01000885,Camden 004E,95,80,65,395,c
E01000886,Camden 006A,10,60,120,455,c
E01000887,Camden 006B,c,35,130,535,c
E01000888,Camden 006C,c,20,135,520,c
E01000889,Camden 007A,15,30,115,605,c
E01000890,Camden 007B,c,c,c,660,c
E01000891,Camden 007C,c,c,25,665,c
E01000892,Camden 006D,15,55,85,775,c
E01000893,Camden 002A,15,90,50,600,c
E01000894,Camden 002B,20,65,195,380,c
E01000895,Camden 002C,20,40,135,720,c
E01000896,Camden 002D,40,100,135,490,c
E01000897,Camden 008D,30,60,30,635,c
E01000898,Camden 008E,30,40,70,815,c
E01000899,Camden 002E,65,150,160,455,c
E01000900,Camden 012A,15,c,190,560,c
E01000901,Camden 007D,c,c,35,755,c
E01000902,Camden 012B,c,15,15,550,c
E01000903,Camden 006E,c,35,90,580,c
E01000904,Camden 012C,c,10,135,815,c
E01000905,Camden 012D,c,c,15,825,c
E01000906,Camden 012E,10,50,15,760,c
E01000907,Camden 001A,10,30,70,530,c
E01000908,Camden 001B,15,60,30,760,c
E01000909,Camden 001C,75,120,80,415,c
E01000910,Camden 003A,35,70,145,355,c
E01000911,Camden 003B,20,35,140,490,c
E01000912,Camden 001D,c,15,60,645,c
E01000913,Camden 001E,230,100,120,375,c
E01000914,Camden 028B,c,c,15,1200,c
E01000915,Camden 027A,c,c,20,600,c
E01000916,Camden 027B,c,c,15,1125,c
E01000917,Camden 027C,c,c,c,865,c
E01000918,Camden 028C,c,c,20,1115,c
E01000919,Camden 028D,c,c,20,1030,c
E01000920,Camden 027D,c,15,100,945,c
E01000921,Camden 003C,c,25,65,935,c
E01000922,Camden 007E,c,20,115,605,c
E01000923,Camden 003D,c,30,190,475,c
E01000924,Camden 009C,15,25,80,685,c
E01000925,Camden 009D,c,15,35,565,c
E01000926,Camden 009E,c,20,60,585,c
E01000927,Camden 007F,10,30,250,470,c
E01000928,Camden 003E,15,30,135,640,c
E01000929,Camden 020A,c,20,20,765,c
E01000930,Camden 020B,c,10,15,1250,c
E01000931,Camden 013C,c,c,35,1025,c
E01000932,Camden 013D,c,c,45,920,c
E01000933,Camden 020C,10,40,80,770,c
E01000934,Camden 020D,c,c,30,740,c
E01000935,Camden 020E,c,c,10,750,c
E01000937,Camden 029G,c,c,15,485,c
E01000938,Camden 029A,c,c,35,730,c
E01000939,Camden 029B,c,c,30,510,c
E01000941,Camden 029D,c,c,c,550,c
E01000942,Camden 029C,c,c,10,780,c
E01000943,Camden 029F,c,c,15,610,c
E01000944,Camden 023A,c,c,20,595,c
E01000946,Camden 021B,c,10,100,820,c
E01000947,Camden 021C,c,c,60,965,c
E01000948,Camden 021D,20,40,130,675,c
E01000949,Camden 023C,c,c,10,745,c
E01000951,Camden 023E,c,c,c,600,c
E01000952,Camden 022A,c,c,50,635,c
E01000954,Camden 022C,c,c,c,690,c
E01000955,Camden 022D,c,c,10,560,c
E01000956,Camden 022E,c,c,10,740,c
E01000957,Camden 019C,c,15,100,605,c
E01000958,Camden 019D,c,20,75,965,c
E01000959,Camden 019E,c,c,c,720,c
E01000960,Camden 017A,c,25,70,920,c
E01000961,Camden 017B,c,30,55,725,c
E01000962,Camden 016A,c,c,20,830,c
E01000963,Camden 017C,30,25,45,970,c
E01000964,Camden 016B,c,20,20,790,c
E01000965,Camden 016C,15,15,15,835,c
E01000966,Camden 016D,15,25,25,695,c
E01000967,Camden 017D,65,30,25,650,c
E01000968,Camden 016E,c,c,35,760,c
E01000969,Camden 010A,35,40,c,915,c
E01000970,Camden 010B,c,10,30,815,c
E01000971,Camden 010C,c,15,230,380,c
E01000972,Camden 010D,c,15,45,1000,c
E01000973,Camden 010E,15,25,55,1180,c
E01000974,Camden 013E,c,10,45,810,c
E01000975,Croydon 022A,55,150,160,745,c
E01000976,Croydon 022B,35,165,315,405,c
E01000977,Croydon 022C,55,80,30,820,c
E01000978,Croydon 022D,40,45,75,780,c
E01000979,Croydon 022E,20,90,315,400,c
E01000980,Croydon 017A,25,185,290,105,c
E01000981,Croydon 017B,15,95,480,85,c
E01000982,Croydon 017C,20,105,385,200,c
E01000983,Croydon 017D,30,90,470,160,c
E01000984,Croydon 022F,35,145,175,480,c
E01000985,Croydon 021A,30,155,330,30,c
E01000986,Croydon 021B,95,275,105,250,c
E01000987,Croydon 021C,15,65,410,55,c
E01000989,Croydon 018A,80,405,145,20,c
E01000990,Croydon 045A,25,250,195,80,c
E01000991,Croydon 018B,305,330,50,20,c
E01000992,Croydon 014A,20,385,140,185,c
E01000993,Croydon 021D,25,155,320,120,c
E01000994,Croydon 009A,35,90,315,135,c
E01000995,Croydon 009B,25,80,255,265,c
E01000996,Croydon 009C,35,60,345,25,c
E01000997,Croydon 009D,35,85,310,115,c
E01000998,Croydon 010A,30,115,70,430,c
E01000999,Croydon 009E,35,60,330,25,c
E01001000,Croydon 010B,30,80,185,260,c
E01001001,Croydon 013A,20,70,160,350,c
E01001002,Croydon 009F,40,80,310,120,c
E01001003,Croydon 010C,30,75,265,255,c
E01001004,Croydon 015A,35,140,350,305,c
E01001005,Croydon 019A,40,145,275,160,c
E01001006,Croydon 016A,35,95,255,335,c
E01001007,Croydon 016B,50,120,435,25,c
E01001008,Croydon 019B,30,255,190,75,c
E01001009,Croydon 019C,40,100,325,240,c
E01001010,Croydon 019D,20,245,180,195,10
E01001011,Croydon 019E,35,115,180,595,c
E01001012,Croydon 020A,35,85,145,575,c
E01001013,Croydon 020B,30,130,90,710,c
E01001015,Croydon 041A,165,125,195,90,c
E01001016,Croydon 041B,265,240,130,45,c
E01001017,Croydon 043A,325,220,60,55,c
E01001018,Croydon 044A,235,270,100,55,c
E01001019,Croydon 044B,310,240,15,45,c
E01001020,Croydon 044C,120,425,45,75,c
E01001021,Croydon 044D,65,130,160,245,c
E01001022,Croydon 044E,220,375,20,30,c
E01001023,Croydon 041C,145,260,105,710,c
E01001024,Croydon 043B,95,235,185,25,c
E01001025,Croydon 043C,45,400,25,25,c
E01001026,Croydon 043D,25,285,325,60,c
E01001027,Croydon 043E,355,450,135,85,c
E01001028,Croydon 038A,450,80,c,30,c
E01001029,Croydon 038B,300,65,c,330,c
E01001030,Croydon 038C,290,165,c,45,c
E01001031,Croydon 038D,325,120,40,45,c
E01001032,Croydon 035A,410,80,c,75,c
E01001033,Croydon 031A,70,205,130,300,c
E01001034,Croydon 031B,65,175,105,370,c
E01001035,Croydon 047C,40,50,45,775,c
E01001036,Croydon 029A,385,20,c,285,c
E01001037,Croydon 029B,20,110,285,335,c
E01001038,Croydon 029C,70,50,50,830,c
E01001039,Croydon 029D,265,175,45,140,c
E01001040,Croydon 029E,30,180,335,265,c
E01001041,Croydon 031C,25,135,100,575,c
E01001042,Croydon 024B,30,115,240,645,c
E01001044,Croydon 023A,170,90,235,380,c
E01001046,Croydon 023B,40,50,195,575,c
E01001047,Croydon 047A,35,100,70,695,c
E01001049,Croydon 023C,425,35,25,70,c
E01001050,Croydon 023D,10,30,115,665,c
E01001051,Croydon 030A,20,65,240,275,c
E01001052,Croydon 030B,30,70,300,75,c
E01001053,Croydon 032A,15,345,140,50,c
E01001054,Croydon 030C,25,180,310,85,c
E01001055,Croydon 032B,25,290,175,100,c
E01001056,Croydon 030D,25,120,155,300,c
E01001057,Croydon 030E,c,45,110,465,c
E01001058,Croydon 034A,55,55,430,c,c
E01001059,Croydon 034B,10,45,295,345,c
E01001060,Croydon 034C,35,65,405,170,c
E01001061,Croydon 034D,c,320,55,295,c
E01001062,Croydon 026A,190,295,35,60,c
E01001063,Croydon 026B,95,315,100,80,c
E01001064,Croydon 026C,295,230,80,30,c
E01001065,Croydon 034E,50,230,55,335,c
E01001066,Croydon 034F,20,170,135,210,c
E01001067,Croydon 041D,390,180,c,10,c
E01001068,Croydon 042A,305,110,60,310,c
E01001069,Croydon 040A,205,210,40,85,c
E01001070,Croydon 040B,165,340,20,150,c
E01001071,Croydon 042B,205,345,70,115,c
E01001072,Croydon 042C,465,30,30,35,c
E01001073,Croydon 037A,135,175,70,250,c
E01001074,Croydon 041E,120,145,230,395,c
E01001075,Croydon 040C,65,215,165,240,c
E01001076,Croydon 036A,15,310,115,170,c
E01001077,Croydon 032C,c,440,65,10,c
E01001078,Croydon 032D,20,260,110,140,c
E01001079,Croydon 036B,15,285,170,160,c
E01001080,Croydon 036C,20,140,155,350,c
E01001081,Croydon 036D,c,345,90,70,c
E01001082,Croydon 032E,c,350,90,95,c
E01001083,Croydon 003A,35,320,190,20,c
E01001084,Croydon 002A,180,300,95,120,c
E01001085,Croydon 004A,25,170,270,225,c
E01001086,Croydon 003B,25,130,410,60,c
E01001087,Croydon 003C,75,205,135,745,10
E01001088,Croydon 004B,20,245,325,25,c
E01001089,Croydon 004C,25,140,375,165,c
E01001090,Croydon 004D,40,175,255,470,c
E01001091,Croydon 004E,125,220,130,120,c
E01001092,Croydon 037B,270,125,c,430,c
E01001093,Croydon 037C,160,170,165,290,c
E01001094,Croydon 038E,365,130,c,105,c
E01001095,Croydon 031D,20,130,170,325,c
E01001096,Croydon 037D,305,185,20,40,c
E01001097,Croydon 037E,60,105,105,1000,c
E01001098,Croydon 037F,365,130,c,50,c
E01001099,Croydon 040D,70,135,245,180,c
E01001100,Croydon 031E,40,300,80,205,c
E01001101,Croydon 035B,200,310,c,c,c
E01001102,Croydon 035C,275,160,15,225,c
E01001103,Croydon 039A,285,290,45,45,c
E01001104,Croydon 042D,250,315,c,85,c
E01001105,Croydon 039B,20,460,115,40,c
E01001106,Croydon 039C,100,370,40,80,c
E01001107,Croydon 035D,415,70,c,200,c
E01001108,Croydon 035E,380,260,c,c,c
E01001109,Croydon 013B,40,160,240,560,c
E01001110,Croydon 020D,35,75,85,750,c
E01001111,Croydon 010D,25,155,345,145,c
E01001112,Croydon 013C,20,95,135,645,c
E01001113,Croydon 013D,35,195,85,590,c
E01001114,Croydon 013E,25,95,145,375,c
E01001115,Croydon 015B,40,125,240,280,c
E01001116,Croydon 013F,50,130,290,205,c
E01001118,Croydon 020E,35,165,225,480,c
E01001119,Croydon 034G,65,490,30,c,c
E01001120,Croydon 033A,45,215,230,30,c
E01001121,Croydon 039D,400,105,15,60,c
E01001122,Croydon 033B,160,290,15,15,c
E01001123,Croydon 033C,175,415,10,15,c
E01001124,Croydon 033D,190,330,90,c,c
E01001125,Croydon 033E,30,455,50,105,c
E01001126,Croydon 034H,80,350,55,130,c
E01001127,Croydon 025A,50,490,15,40,c
E01001128,Croydon 025B,15,145,165,270,c
E01001129,Croydon 026D,30,485,c,c,c
E01001130,Croydon 025C,c,30,60,495,c
E01001131,Croydon 018C,45,110,345,185,c
E01001132,Croydon 018D,195,355,10,115,c
E01001133,Croydon 026E,180,255,75,255,c
E01001134,Croydon 018E,180,175,225,125,c
E01001135,Croydon 025D,155,400,35,80,c
E01001136,Croydon 007A,25,85,70,920,c
E01001137,Croydon 001A,85,90,145,725,c
E01001138,Croydon 001B,30,80,115,565,c
E01001139,Croydon 007B,40,115,285,305,c
E01001140,Croydon 007C,25,125,35,615,c
E01001141,Croydon 008A,20,55,95,450,c
E01001142,Croydon 007D,30,270,160,330,c
E01001143,Croydon 008B,30,95,335,450,c
E01001144,Croydon 007E,10,65,145,600,c
E01001145,Croydon 008C,c,45,80,825,c
E01001146,Croydon 006A,30,135,350,115,c
E01001147,Croydon 005A,35,160,200,305,20
E01001148,Croydon 005B,25,150,285,265,c
E01001149,Croydon 006B,35,125,190,285,c
E01001150,Croydon 006C,20,100,355,205,c
E01001151,Croydon 005C,35,210,140,350,c
E01001152,Croydon 005D,30,135,160,540,c
E01001153,Croydon 006D,30,115,335,160,c
E01001154,Croydon 006E,45,155,310,285,c
E01001155,Croydon 010E,20,85,160,595,c
E01001156,Croydon 001C,35,105,165,470,c
E01001157,Croydon 002B,55,325,155,125,c
E01001158,Croydon 005E,c,105,200,415,c
E01001159,Croydon 002C,275,130,45,340,c
E01001160,Croydon 002D,40,445,90,75,c
E01001161,Croydon 003D,45,335,110,90,c
E01001162,Croydon 001D,65,145,150,480,c
E01001163,Croydon 002E,60,250,190,365,c
E01001164,Croydon 001E,35,70,115,870,c
E01001165,Croydon 024C,40,165,295,275,c
E01001166,Croydon 024D,40,155,220,520,c
E01001167,Croydon 028A,25,285,285,265,c
E01001168,Croydon 024E,45,225,245,275,c
E01001169,Croydon 028B,15,405,100,130,c
E01001170,Croydon 047D,25,60,45,875,c
E01001171,Croydon 028C,90,95,50,525,c
E01001172,Croydon 028D,30,305,235,185,c
E01001173,Croydon 028E,140,225,170,650,c
E01001174,Croydon 011A,40,80,360,60,c
E01001175,Croydon 011B,45,125,250,170,c
E01001176,Croydon 011C,40,195,200,225,c
E01001177,Croydon 016C,45,135,285,125,c
E01001178,Croydon 015D,45,60,90,430,15
E01001179,Croydon 016D,55,120,365,30,c
E01001180,Croydon 016E,45,165,315,190,c
E01001181,Croydon 015E,55,100,110,705,c
E01001182,Croydon 011D,40,130,175,145,c
E01001183,Croydon 011E,35,75,220,340,c
E01001184,Croydon 011F,25,80,310,60,c
E01001185,Croydon 014B,35,130,275,340,c
