ATCOCode,CommonName,NptgLocalityCode,LocalityName,Longitude,Latitude,Status
490003591N,Barbauld Road,E0034369,Stoke Newington,-0.08247,51.55836,active
490003593N,Barden Street,E0034335,Plumstead Common,0.08951,51.47671,active
490003594N,Court Wood Lane / Bardolph Ave,N0060443,Forestdale,-0.03636,51.34598,active
490003595E,Bargehouse Road,E0034711,North Woolwich,0.07012,51.50119,active
490003595W,Bargehouse Road,E0034711,North Woolwich,0.07067,51.50119,active
490003596N,Bargery Road,E0034659,Catford,-0.02071,51.44054,active
490003598S,Barrhill Road,E0034645,Streatham Hill,-0.12557,51.44078,active
490003599W,Baring Road Hither Green,E0034665,Hither Green,0.01318,51.44586,active
490003599E,Baring Road Hither Green,E0034665,Hither Green,0.01311,51.44599,active
490001177F,Lewisham Station / Loampit Vale,N0060462,Lewisham,-0.01413,51.46448,active
490003600N,Cheyne Hill,E0034623,Surbiton,-0.2957,51.39966,active
490003601S,Baring Street,E0034353,Hoxton,-0.09029,51.53663,active
490003601W,Baring Street,E0034353,Hoxton,-0.08929,51.53626,active
490003601N2,Baring Street,E0034353,Hoxton,-0.0888,51.53662,active
490003601N1,Baring Street,E0034353,Hoxton,-0.09044,51.53654,active
490003602N,Barkantine Clinic / Hutchings St,N0077719,South Quay,-0.02599,51.49835,active
490003602S,Barkantine Clinic / Hutchings St,N0077719,South Quay,-0.02591,51.49888,active
490003603A,Barking Abbey,N0059951,Barking,0.07624,51.53711,active
490003604S,Pioneer Point,E0034730,Ilford,0.07059,51.55699,active
490003605W,Barking Bus Garage,N0075229,Fair Cross,0.09563,51.54651,active
490003605E1,Barking Bus Garage,N0075229,Fair Cross,0.09552,51.54661,active
490003605N,Barking Bus Garage Fair Cross,N0075229,Fair Cross,0.09452,51.54493,active
490003608S,Barking Community Hospital,E0033939,Upney,0.0998,51.54023,active
490003609W,Stamford Road / Health Centre,N0060525,Becontree Heath,0.12522,51.53863,active
490003609E,Stamford Road / Health Centre,N0060525,Becontree Heath,0.12579,51.53874,active
490003612H,Barkingside High Street,E0034721,Barkingside,0.08123,51.59025,active
490003612P,Barkingside High Street,E0034721,Barkingside,0.08116,51.59039,active
490003613R,Barkingside Magistrates Court,E0034721,Barkingside,0.08127,51.58799,active
490003614V,Barkingside Tesco,E0034721,Barkingside,0.08141,51.58673,active
490003615S,Barking Tesco,N0059951,Barking,0.07099,51.53709,active
490003616M,Barking Town Centre,N0059951,Barking,0.0778,51.53794,active
490003616C,Barking Town Centre,N0059951,Barking,0.07836,51.53805,active
490003616D,Barking Town Centre,N0059951,Barking,0.07825,51.53816,active
490003616E,Barking Town Centre,N0059951,Barking,0.07856,51.53834,active
490003618P,Barlby Gardens,E0034599,North Kensington,-0.21785,51.52364,active
490003618Q,Barlby Gardens,E0034599,North Kensington,-0.21732,51.52369,active
490003619M,Barlby Road,E0034592,Kensal Town,-0.21364,51.52343,active
490003619N,Barlby Road,E0034592,Kensal Town,-0.21345,51.52354,active
490003620C,Barley Lane,E0034734,Little Heath,0.11571,51.58238,active
490003620D,Barley Lane,E0034734,Little Heath,0.11561,51.58262,active
490003622W,Barnabas Road,E0034352,Homerton,-0.04042,51.54519,active
49003622ZZ,Barnabas Road,E0034352,Homerton,-0.04062,51.5453,active
490003623T,Sandringham Gardens,E0034721,Barkingside,0.08348,51.58808,active
490003626W,Mayplace Road East / Barnehurst Road,E0033996,Barnehurst,0.15996,51.45975,active
490003626E,Mayplace Road East / Barnehurst Road,E0033996,Barnehurst,0.16002,51.45984,active
490003628WR,Barnes / Red Lion,E0034751,Barnes,-0.23932,51.47565,active
490003628BA,Barnes / Red Lion,E0034751,Barnes,-0.24036,51.47504,active
490003630BH,Barnes High Street,E0034751,Barnes,-0.24874,51.47356,active
490003630ZZ,Barnes High Street,E0034751,Barnes,-0.25057,51.47351,active
490003631S,Lonsdale Road / Lyric Road,E0034751,Barnes,-0.25036,51.47479,active
490003632BF,Barnes Pond,E0034751,Barnes,-0.24677,51.47388,active
490003632BD,Barnes Pond,E0034751,Barnes,-0.24682,51.47339,active
490003632BC,Barnes Pond,E0034751,Barnes,-0.24673,51.47335,active
490003635N,Connaught Avenue,E0033982,Osidge,-0.15046,51.63229,active
490003636B4,Barnet Hospital / Queens Road,N0060454,High Barnet,-0.21321,51.65292,active
490003636B3,Barnet Hospital / Queens Road,N0060454,High Barnet,-0.2139,51.65282,active
490003637N,Barnet Hospital,N0060454,High Barnet,-0.21403,51.65196,active
490003637E,Barnet Hospital,N0060454,High Barnet,-0.21425,51.65188,active
490003637W,Barnet Hospital,N0060454,High Barnet,-0.21467,51.65185,active
490003637S,Barnet Hospital,N0060454,High Barnet,-0.21455,51.65174,active
490003638W,Barnet Grove,E0034834,Bethnal Green,-0.0667,51.52616,active
490003638E,Barnet Grove,E0034834,Bethnal Green,-0.06734,51.52619,active
490003639J,Barnet High Street,N0060494,Barnet,-0.20149,51.65353,active
490003639D,Barnet High Street,N0060494,Barnet,-0.20159,51.65466,active
490003640S,Potters Lane,E0033951,Chipping Barnet,-0.18829,51.64721,active
490003642S,Barnet Way / Apex Corner,E0033976,Mill Hill,-0.2531,51.62101,active
490003643E,Barnfield Avenue,N0075230,Ham,-0.3011,51.42842,active
490003643W,Barnfield Avenue,N0075230,Ham,-0.30221,51.42876,active
490003644W,Westmoreland Road / Barnfield Wood Road,E0034142,Shortlands,0.00093,51.39223,active
490003644E,Westmoreland Road / Barnfield Wood Road,E0034142,Shortlands,0.00224,51.39281,active
490003645S,Hawksbrook Lane,E0034157,West Wickham,-0.01031,51.38757,active
490003645N,Hawksbrook Lane,E0034157,West Wickham,-0.01056,51.38769,active
490003646E,Stanstead Close,E0034108,Hayes,0.00856,51.38971,active
490003647N,Barnhill Community High School,E0034521,Yeading,-0.39825,51.52984,active
490003647S,Barnhill Community High School,E0034521,Yeading,-0.39792,51.52977,active
490003648N,Barnmead Road,E0033934,Dagenham,0.14358,51.54452,active
490003650T,Baron Street / Chapel Market,E0034580,Pentonville,-0.10929,51.53228,active
490003651E,Barra Hall Road,E0034492,Hayes,-0.43206,51.51471,active
490003651W,Barra Hall Road,E0034492,Hayes,-0.43147,51.51456,active
490003652E,Barretts Green Road,N0075241,Park Royal,-0.26359,51.53263,active
490003652S,Barretts Green Road,N0075241,Park Royal,-0.26335,51.53251,active
490003653S,Woodberry Avenue,N0065115,Palmers Green,-0.09858,51.62718,active
490006812N,Woodberry Avenue,N0065115,Palmers Green,-0.09856,51.62765,active
490003654S,Barrowgate Road,E0034563,Turnham Green,-0.26672,51.4882,active
490003654N,Barrowgate Road,E0034563,Turnham Green,-0.26656,51.48882,active
490003637Z,Barnet Hospital A&E Department,N0060454,High Barnet,-0.2164,51.65079,active
490003655Z,Barnet Hospital A&E Department,N0060454,High Barnet,-0.21732,51.65034,active
490003656S,Barset Road,E0034800,Nunhead,-0.05657,51.46625,active
490003656E,Barset Road,E0034800,Nunhead,-0.05738,51.46598,active
490012769W,St Luke's Music Edu Centre,E0034582,St Lukes,-0.09354,51.52474,active
490003657E,St Luke's Music Edu Centre,E0034582,St Lukes,-0.09314,51.5251,active
490003658BC,Bricklayers Arms / New Kent Rd,E0034797,Newington,-0.08769,51.49441,active
490003658BB,Bricklayers Arms / New Kent Rd,E0034797,Newington,-0.08874,51.49431,active
490003658BS,Bricklayers Arms / New Kent Rd,E0034797,Newington,-0.09024,51.49403,active
490003659P,Bartle Avenue,E0034704,East Ham,0.05111,51.53251,active
490003659Q,Bartle Avenue,E0034704,East Ham,0.0513,51.5325,active
490003660W,Barton Avenue,E0034471,Rush Green,0.16223,51.56319,active
490003660E,Barton Avenue,E0034471,Rush Green,0.16161,51.5632,active
490003662S,Barton Road,E0034141,Ruxley,0.12936,51.4169,active
490003662N,Barton Road,E0034141,Ruxley,0.12842,51.41643,active
490003663X,Barwell Business Park,E0034614,Malden Rushett,-0.31236,51.35358,active
490003663W,Barwell Business Park,E0034614,Malden Rushett,-0.31226,51.35327,active
490003664N,Sir Steve Redgrave Bridge,E0034711,North Woolwich,0.07072,51.50377,active
490003664S,Sir Steve Redgrave Bridge,E0034711,North Woolwich,0.07124,51.50476,active
490003665N,Bashley Road,N0075238,North Acton,-0.2595,51.52786,active
490003666E1,Basildene Road,N0065160,Hounslow West,-0.39534,51.46808,active
490003666W1,Basildene Road,N0065160,Hounslow West,-0.39593,51.4682,active
490003667W,Basildon Avenue,N0060444,Fulwell Cross,0.07216,51.59612,active
490003668E,Basildon Road,E0034321,Abbey Wood,0.10551,51.48493,active
490003668W,Basildon Road,E0034321,Abbey Wood,0.10604,51.48455,active
490003670E,Basing Way,E0033962,Finchley,-0.18631,51.59454,active
490003670W,Basing Way,E0033962,Finchley,-0.18673,51.59458,active
490003671S,Basire Street,E0057744,Islington,-0.09173,51.53794,active
490009795E,Bassant Street,E0034335,Plumstead Common,0.09348,51.47859,active
490003672N,Bassant Street,E0034335,Plumstead Common,0.09302,51.47919,active
490003674S,Thames Road (IG11),E0033933,Creekmouth,0.09493,51.52559,active
490013219N,Thames Road (IG11),E0033933,Creekmouth,0.09463,51.52586,active
490003675E,Baston Road,E0034113,Keston,0.02724,51.36783,active
490003675W,Baston Road,E0034113,Keston,0.02762,51.36775,active
490003676S,Baston School,E0034108,Hayes,0.0199,51.37453,active
490003676N,Baston School,E0034108,Hayes,0.01913,51.37527,active
490003679N2,Bath Road,N0065160,Hounslow West,-0.37838,51.46817,active
490003679N1,Bath Road,N0065160,Hounslow West,-0.37908,51.46967,active
490003680N,Skyport Drive,E0034490,Harmondsworth,-0.47652,51.48266,active
490003680S,Skyport Drive,E0034490,Harmondsworth,-0.47634,51.48255,active
490015145E,Beaufort Street,N0060502,Chelsea,-0.17644,51.48433,active
490015145W,Beaufort Street,N0060502,Chelsea,-0.1751,51.48473,active
490003682W,Beaufort Street,N0060502,Chelsea,-0.17222,51.48235,active
490003682E,Beaufort Street,N0060502,Chelsea,-0.17244,51.48245,active
490003683S,Battersea Bridge / Hester Road,E0034886,Battersea,-0.17107,51.47966,active
490003685E,Harris Academy Battersea,E0034886,Battersea,-0.15865,51.47401,active
490003685W,Harris Academy Battersea,E0034886,Battersea,-0.16128,51.47321,active
490003686S,Battersea Dogs And Cats Home,E0034897,Nine Elms,-0.14458,51.47839,active
490003686E,Battersea Dogs And Cats Home,E0034897,Nine Elms,-0.14504,51.4782,active
490003687E,Battersea High St Clapham Jct,E0034892,Clapham Junction,-0.17275,51.47004,active
490003687N1,Battersea High St Clapham Jct,E0034892,Clapham Junction,-0.17155,51.46955,active
490003687W2,Battersea High St Clapham Jct,E0034892,Clapham Junction,-0.17059,51.47043,active
490003688W,Battersea High Street,E0034892,Clapham Junction,-0.17628,51.47439,active
490003688E,Battersea High Street,E0034892,Clapham Junction,-0.17649,51.47443,active
490003690E,Battersea Park Library,E0034886,Battersea,-0.15661,51.47433,active
490003690W,Battersea Park Library,E0034886,Battersea,-0.15525,51.47442,active
490003691N,Ethelburga Street,E0034886,Battersea,-0.16852,51.47675,active
490003692S,Goldfinch Road Thamesmead,N0075254,Thamesmead West,0.08896,51.49838,active
490003692N,Goldfinch Road Thamesmead,N0075254,Thamesmead West,0.0887,51.4982,active
490003693S,Battle Of Britain War Memorial,E0034228,Purley,-0.11478,51.35151,active
490003693N,Battle Of Britain War Memorial,E0034228,Purley,-0.11587,51.35173,active
490003694S,Baudwin Road,E0034673,Southend,0.00073,51.4364,active
490003694N,Baudwin Road,E0034673,Southend,0.00054,51.43662,active
490003695N,Bavaria Road,N0075232,Holloway,-0.12061,51.56546,active
490003696E,Bawdsey Avenue,E0034719,Aldborough Hatch,0.10806,51.58192,active
490003696W,Bawdsey Avenue,E0034719,Aldborough Hatch,0.10641,51.58117,active
490003697W,Bawtry Road,E0033948,Brunswick Park,-0.15652,51.62468,active
490003697E,Bawtry Road,E0033948,Brunswick Park,-0.156,51.62459,active
490003699N,Baylis Road / Lower Marsh,E0034649,Waterloo,-0.11057,51.50124,active
490000388Y,Warbank Crescent,N0061225,New Addington,-0.00311,51.3386,active
490000388Z,Warbank Crescent,N0061225,New Addington,-0.00234,51.33821,active
490003700E,Baytree Close,E0034151,Sundridge,0.03266,51.40975,active
490003700W,Baytree Close,E0034151,Sundridge,0.03377,51.40958,active
490003702E,Bazile Road,N0060448,Grange Park,-0.10279,51.64158,active
490003702W,Bazile Road,N0060448,Grange Park,-0.1037,51.64175,active
490003703S,Beddington Farm Road Sorting Office,E0034242,Waddon,-0.1292,51.38157,active
490003703N,Beddington Farm Road Sorting Office,E0034242,Waddon,-0.1303,51.38209,active
490003704NW,Beacon Road,E0034533,East Bedfont,-0.45633,51.4552,active
490003704SE,Beacon Road,E0034533,East Bedfont,-0.45653,51.45549,active
490003706E,Beaconsfield Road (CR0),E0034232,Selhurst,-0.0937,51.38815,active
490003706W,Beaconsfield Road (CR0),E0034232,Selhurst,-0.09256,51.38827,active
490003707N,Beaconsfield Road (N11),E0033948,Brunswick Park,-0.15187,51.62272,active
490003707E,Beaconsfield Road (N11),E0033948,Brunswick Park,-0.15172,51.62285,active
490003708W1,Vanbrugh Pk / Beaconsfield Rd,E0034656,Blackheath,0.01386,51.47666,active
490003708E1,Vanbrugh Pk / Beaconsfield Rd,E0034656,Blackheath,0.01445,51.4771,active
490003709W,Beaconsfield Road (SE9),E0034096,Elmstead,0.04556,51.42972,active
490003709E,Beaconsfield Road (SE9),E0034096,Elmstead,0.04605,51.42972,active
490003710E,Beaconsfield Road (EN3),E0034299,Enfield Wash,-0.03835,51.67162,active
490003710W,Beaconsfield Road (EN3),E0034299,Enfield Wash,-0.03843,51.67145,active
490003711W,Beaconsfield Road (NW10),E0034065,Willesden,-0.24372,51.54906,active
490003711E,Beaconsfield Road (NW10),E0034065,Willesden,-0.2431,51.54923,active
490003712E,Beaconsfield Road / New Southgate Station,E0033954,Colney Hatch,-0.1457,51.61532,active
490003712W,Beaconsfield Road / New Southgate Station,E0033954,Colney Hatch,-0.14679,51.61498,active
490003714E,Beacontree Avenue,E0034880,Upper Walthamstow,0.00477,51.59325,active
490003715E,Beaminster Gardens,E0034721,Barkingside,0.07219,51.59124,active
490003715W,Beaminster Gardens,E0034721,Barkingside,0.07154,51.59114,active
490003717W,New Close,N0060701,Hanworth,-0.38866,51.43105,active
490003718N,Bear Road Flyover,N0060701,Hanworth,-0.39215,51.43274,active
490003718S,Bear Road Flyover,N0060701,Hanworth,-0.3921,51.43418,active
490003718E,Bear Road Flyover,N0060701,Hanworth,-0.39228,51.43349,active
490003718W,Bear Road Flyover,N0060701,Hanworth,-0.39267,51.43317,active
490003719S,Bears Wood,N0060443,Forestdale,-0.03734,51.34273,active
490003719N,Bears Wood,N0060443,Forestdale,-0.0378,51.34264,active
490003723W,Beaufort Drive,N0065158,Hampstead Garden Suburb,-0.19482,51.58849,active
490003723E,Beaufort Drive,N0065158,Hampstead Garden Suburb,-0.19456,51.58852,active
490003724S,Beaufort Gardens (NW4),E0033971,Hendon,-0.22527,51.57989,active
490003725N,Beaufort Road,N0075230,Ham,-0.31543,51.43221,active
490003726W2,Fulham Road / Beaufort Street,N0060502,Chelsea,-0.1787,51.48728,active
490003726E,Fulham Road / Beaufort Street,N0060502,Chelsea,-0.17855,51.48756,active
490003728N2,Beaumaris Drive,E0034747,Woodford Bridge,0.0446,51.60172,active
490003728N1,Beaumaris Drive,E0034747,Woodford Bridge,0.04572,51.60282,active
490003729S,West Hill / Beaumont Road,E0034899,Putney Heath,-0.21769,51.45078,active
490003730S,Beaumont Road (E13),E0034709,Plaistow,0.02996,51.52506,active
490003734E,Tudor Way,E0034134,Petts Wood,0.07918,51.38665,active
490003734W,Tudor Way,E0034134,Petts Wood,0.07899,51.38664,active
490003735E,Beaverwood Road,E0034083,Chislehurst,0.0897,51.41661,active
490003735W,Beaverwood Road,E0034083,Chislehurst,0.08934,51.41639,active
490003736N,Beaverwood School,E0034083,Chislehurst,0.08954,51.41871,active
490003737N,Beck Court,N0065151,Elmers End,-0.05151,51.40296,active
490003738BK,Beckenham Crematorium,N0065151,Elmers End,-0.05391,51.40226,active
490003738BJ,Beckenham Crematorium,N0065151,Elmers End,-0.05362,51.40224,active
490003739W,Beckenham Grove,E0034142,Shortlands,-0.00516,51.40481,active
490003739E,Beckenham Grove,E0034142,Shortlands,-0.00538,51.40497,active
490003740K,Beckenham High St / Kelsey Sq,E0034069,Beckenham,-0.0281,51.40673,active
490003742N,Beckenham Hospital,E0034069,Beckenham,-0.03461,51.40444,active
490003742S,Beckenham Hospital,E0034069,Beckenham,-0.03406,51.40476,active
490003743S,Croydon Road / War Memorial,E0034069,Beckenham,-0.03265,51.40658,active
490003743T,Croydon Road / War Memorial,E0034069,Beckenham,-0.0326,51.40675,active
490003744P,Beckenham High Street / War Memorial,E0034069,Beckenham,-0.03054,51.40668,active
490003744R,Beckenham High Street / War Memorial,E0034069,Beckenham,-0.03132,51.40673,active
490003745S,Charlemont Road,E0034717,Wallend,0.06359,51.52653,active
490003745N,Charlemont Road,E0034717,Wallend,0.06389,51.52621,active
490003746E,Wormholt Road Shepherd's Bush,E0034390,Shepherds Bush,-0.24153,51.50674,active
490003746W,Wormholt Road Shepherd's Bush,E0034390,Shepherds Bush,-0.24154,51.50659,active
490003747S,Albatross Close,E0034699,Beckton,0.05995,51.51844,active
490003747N,Albatross Close,E0034699,Beckton,0.05951,51.5195,active
490003748E,Beckton District Park,E0034699,Beckton,0.04434,51.51658,active
490003748W,Beckton District Park,E0034699,Beckton,0.04326,51.51655,active
490003750L,Hermit Road,E0034701,Canning Town,0.01201,51.51755,active
490003750M,Hermit Road,E0034701,Canning Town,0.01252,51.51766,active
490013802W,Hermit Road,E0034701,Canning Town,0.01351,51.51842,active
490003753E,Sullivan Avenue,N0075225,Custom House,0.03929,51.51682,active
490003753W,Sullivan Avenue,N0075225,Custom House,0.03982,51.51659,active
490003754S,Jenkins Lane,E0034717,Wallend,0.0792,51.52556,active
490003754N,Jenkins Lane,E0034717,Wallend,0.07902,51.52566,active
490003756E,Congreve Street,E0034809,Walworth,-0.08263,51.49029,active
490005547W,Congreve Street,E0034809,Walworth,-0.0817,51.49049,active
490003757E,Beckwith Road,N0060436,Dulwich Village,-0.09175,51.45342,active
490003757W,Beckwith Road,N0060436,Dulwich Village,-0.09142,51.45332,active
490003758O,Becmead Avenue,E0034643,Streatham,-0.12917,51.43256,active
490003758NA,Becmead Avenue,E0034643,Streatham,-0.12867,51.43266,active
490003758N,Becmead Avenue,E0034643,Streatham,-0.12885,51.43235,active
490003758OA,Becmead Avenue,E0034643,Streatham,-0.12898,51.43282,active
490003760E,Becontree Avene Fair Cross,N0075229,Fair Cross,0.11337,51.55187,active
490003762C,Morris Road,E0033931,Beacontree Heath,0.14782,51.56007,active
490003762E,Morris Road,E0033931,Beacontree Heath,0.14785,51.55921,active
490003764W,Becontree Heath Leisure Centre,E0033931,Beacontree Heath,0.15174,51.56096,active
490003767N,Beddington Lane / Sewage Treatment Works,E0034810,Beddington,-0.13296,51.38028,active
490003767S,Beddington Lane / Sewage Treatment Works,E0034810,Beddington,-0.13335,51.38049,active
490003768W,Beddington / Asda,E0034810,Beddington,-0.13094,51.37594,active
